track_name,artist_name,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_year,genres,loudness_scaled
Galway Girl,Ed Sheeran,0.624,0.876,Key_9,major,0.1,0.0735,0.0,0.327,0.781,99.943,4,2017,Pop,0.9085047339209924
Glorious feat Skylar Grey,"Macklemore, Skylar Grey",0.731,0.794,Key_0,minor,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4,2017,"Rock,Pop,Hip Hop,Rap",0.7655076722167808
Love Galore feat Travis Scott,"SZA, Travis Scott",0.795,0.594,Key_0,major,0.0748,0.112,0.0,0.162,0.409,135.002,4,2017,"Jazz,Pop,Hip Hop,Rap",0.6778485145282401
Symphony feat Zara Larsson,"Clean Bandit, Zara Larsson",0.715,0.605,Key_0,minor,0.0428,0.239,1.41e-05,0.189,0.454,122.956,4,2018,Pop,0.7653444335618673
Scared to Be Lonely,"Martin Garrix, Dua Lipa",0.584,0.54,Key_1,minor,0.0576,0.0895,0.0,0.261,0.195,137.972,4,2017,"Pop,Hip Hop",0.5484002611818478
Bank Account,21 Savage,0.884,0.347,Key_8,minor,0.35,0.015,7e-06,0.0871,0.376,75.016,4,2017,"Hip Hop,Rap",0.5124061377734246
Save That Shit,Lil Peep,0.534,0.583,Key_2,major,0.0288,0.0262,0.0,0.421,0.145,106.0,4,2017,"Hip Hop,Rap",0.4760855370551745
Slow Hands,Niall Horan,0.735,0.425,Key_0,major,0.0464,0.011,0.0,0.055,0.848,85.896,4,2017,Pop,0.6412830558276199
Issues,Julia Michaels,0.728,0.415,Key_8,major,0.0639,0.401,0.0,0.0616,0.455,114.145,4,2017,Pop,0.6246327130264445
Location,Khalid,0.736,0.449,Key_1,minor,0.425,0.33,0.000162,0.0898,0.326,80.126,4,2017,"Jazz,Pop",0.2483676134508651
Stay,"Zedd, Alessia Cara",0.69,0.622,Key_5,minor,0.0622,0.253,0.0,0.116,0.544,102.04,4,2017,"Jazz,Pop,Hip Hop",0.7737512242899117
What About Us,P!nk,0.491,0.588,Key_1,major,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,4,2017,Pop,0.6797257590597453
1-800-273-8255,"Logic, Alessia Cara, Khalid",0.62,0.574,Key_5,minor,0.0479,0.569,0.0,0.19,0.357,100.023,4,2017,"Jazz,Pop,Hip Hop,Rap",0.5482370225269343
Feels feat Pharrell Williams Katy Perry  Big Sean,"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",0.893,0.745,Key_11,minor,0.0571,0.0642,0.0,0.0943,0.872,101.018,4,2017,"Jazz,Pop,Hip Hop,Rap",0.930460333006856
Black Beatles,"Rae Sremmurd, Gucci Mane",0.794,0.632,Key_0,major,0.0649,0.142,0.0,0.128,0.355,145.926,4,2016,"Pop,Hip Hop,Rap",0.6808684296441396
Chill Bill feat J Davi  Spooks,"Rob $tone, J. Davi$, J Spooks",0.886,0.427,Key_6,major,0.145,0.0312,0.00099,0.0906,0.23,108.034,4,2016,Rap,0.3654097290238327
Paris,The Chainsmokers,0.653,0.658,Key_2,major,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,2017,Pop,0.659239307868103
Dusk Till Dawn feat Sia - Radio Edit,"ZAYN, Sia",0.259,0.437,Key_11,minor,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,4,2017,Pop,0.6460985961475676
Sorry Not Sorry,Demi Lovato,0.706,0.643,Key_11,minor,0.234,0.0242,0.0,0.262,0.885,143.931,4,2017,Pop,0.6183480248122755
Losin Control,Russ,0.759,0.245,Key_6,major,0.138,0.515,0.000154,0.102,0.209,96.992,4,2017,"Pop,Hip Hop,Rap",0.6496898465556643
Fetish feat Gucci Mane,"Selena Gomez, Gucci Mane",0.708,0.618,Key_2,major,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,4,2017,"Pop,Hip Hop,Rap",0.8228044400914135
Swang,Rae Sremmurd,0.681,0.314,Key_8,major,0.0581,0.2,9.82e-06,0.1,0.166,139.992,4,2016,"Pop,Hip Hop,Rap",0.4232778321906626
Malibu,Miley Cyrus,0.573,0.781,Key_8,major,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,4,2017,Pop,0.6610349330721514
Criminal,"NATTI NATASHA, Ozuna",0.814,0.813,Key_2,minor,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4,2017,"Pop,Latino,Rap",0.9371531178583088
Bad and Boujee feat Lil Uzi Vert,"Migos, Lil Uzi Vert",0.926,0.666,Key_11,major,0.244,0.0611,0.0,0.123,0.168,127.079,4,2017,"Pop,Hip Hop,Rap",0.7501632386549133
Plain Jane,A$AP Ferg,0.797,0.844,Key_11,major,0.275,0.0651,0.0,0.087,0.52,170.142,4,2017,"Pop,Hip Hop,Rap",0.7364511916421808
Swalla feat Nicki Minaj  Ty Dolla ign,"Jason Derulo, Nicki Minaj, Ty Dolla $ign",0.696,0.817,Key_1,major,0.109,0.075,0.0,0.187,0.782,98.064,4,2017,"Jazz,Pop,Hip Hop,Rap",0.8686745021221024
Mi Gente,"J Balvin, Willy William",0.548,0.704,Key_11,minor,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4,2018,"Pop,Latino,Rap",0.7890140385243225
Green Light,Lorde,0.594,0.721,Key_2,major,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4,2017,Pop,0.5462781586679725
Fake Love,Drake,0.928,0.481,Key_9,minor,0.287,0.105,0.0,0.176,0.613,134.007,4,2017,"Pop,Hip Hop,Rap",0.4207476330395037
Scars To Your Beautiful,Alessia Cara,0.319,0.739,Key_0,major,0.272,0.0285,0.0,0.111,0.449,194.169,4,2016,"Jazz,Pop",0.7153934051583414
Sky Walker feat Travis Scott,"Miguel, Travis Scott",0.674,0.506,Key_6,major,0.0434,0.173,0.0,0.0866,0.183,145.965,4,2017,"Jazz,Hip Hop,Rap",0.3242735879856349
Lust For Life with The Weeknd,"Lana Del Rey, The Weeknd",0.504,0.655,Key_0,minor,0.0542,0.604,0.00193,0.364,0.262,99.982,4,2017,"Jazz,Pop",0.4783708782239633
Liability,Lorde,0.587,0.229,Key_10,minor,0.128,0.92,0.0,0.1,0.379,75.67,4,2017,Pop,0.2653444335618674
Lonely Together feat Rita Ora,"Avicii, Rita Ora",0.655,0.666,Key_5,major,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4,2017,"Pop,Hip Hop",0.750571335292197
Caroline,Aminé,0.94,0.335,Key_5,minor,0.505,0.17,0.0,0.262,0.707,120.04,4,2017,"Pop,Hip Hop,Rap",0.3530852105778648
Tunnel Vision,Kodak Black,0.497,0.489,Key_11,minor,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4,2017,"Latino,Hip Hop,Rap",0.5534606594841658
do re mi,blackbear,0.745,0.593,Key_8,major,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,3,2017,Pop,0.665605615409729
ELEMENT,Kendrick Lamar,0.748,0.705,Key_4,minor,0.485,0.204,0.0,0.246,0.483,189.891,4,2017,"Hip Hop,Rap",0.8127652628142343
iSpy feat Lil Yachty,"KYLE, Lil Yachty",0.746,0.653,Key_7,major,0.289,0.378,0.0,0.229,0.672,75.016,4,2016,"Rock,Pop,Hip Hop,Rap",0.633365981064316
Sit Next to Me,Foster The People,0.638,0.738,Key_6,minor,0.0292,0.117,0.000384,0.689,0.657,97.021,4,2017,Rock,0.7777505713352921
All Night,"The Vamps, Matoma",0.538,0.804,Key_8,major,0.0358,0.0041,0.0,0.33,0.507,144.992,4,2017,Pop,0.7599575579497224
Slide feat Frank Ocean  Migos,"Calvin Harris, Frank Ocean, Migos",0.736,0.795,Key_1,minor,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,2017,"Jazz,Pop,Hip Hop,Rap",0.914626183480248
Rolex,Ayo & Teo,0.804,0.886,Key_1,major,0.04,0.0837,0.0,0.266,0.789,144.946,4,2017,Rap,0.9788605941887036
Chained To The Rhythm,"Katy Perry, Skip Marley",0.562,0.8,Key_0,major,0.112,0.0814,0.0,0.199,0.471,95.029,4,2017,Pop,0.7428174991838066
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",0.649,0.798,Key_2,major,0.178,0.226,0.0,0.0711,0.857,177.899,4,2019,"Latino,Pop,Hip Hop,Rap",0.8291707476330394
